sample,Phylum,SeqAbundance,PercentPhylum,trophicstate,filter,lakenames,limnion
LEEH2,BD1-5,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Candidate_division_BRC1,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Candidate_division_OD1,20,0.19,Unproductive,Free,Lee,Bottom
LEEH2,Candidate_division_OP11,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Candidate_division_OP3,7,0.07,Unproductive,Free,Lee,Bottom
LEEH2,Candidate_division_OP8,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Candidate_division_SR1,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Candidate_division_TM7,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Candidate_division_WS3,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Chlamydiae,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Chlorobi,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Chloroflexi,293,2.84,Unproductive,Free,Lee,Bottom
LEEH2,Cyanobacteria,513,4.98,Unproductive,Free,Lee,Bottom
LEEH2,Deferribacteres,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Deinococcus-Thermus,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Dictyoglomi,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Elusimicrobia,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Fibrobacteres,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Firmicutes,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Fusobacteria,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Gemmatimonadetes,9,0.09,Unproductive,Free,Lee,Bottom
LEEH2,Lentisphaerae,0,0,Unproductive,Free,Lee,Bottom
LEEH2,NPL-UPA2,12,0.12,Unproductive,Free,Lee,Bottom
LEEH2,Planctomycetes,273,2.65,Unproductive,Free,Lee,Bottom
LEEH2,Spirochaetae,4,0.04,Unproductive,Free,Lee,Bottom
LEEH2,Tenericutes,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Thermotogae,0,0,Unproductive,Free,Lee,Bottom
LEEH2,TM6,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Verrucomicrobia,2329,22.59,Unproductive,Free,Lee,Bottom
LEEH2,WCHB1-60,0,0,Unproductive,Free,Lee,Bottom
LEEH23um,Acidobacteria,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Actinobacteria,48,0.47,Unproductive,Particle,Lee,Bottom
LEEH23um,Armatimonadetes,193,1.87,Unproductive,Particle,Lee,Bottom
LEEH23um,Bacteroidetes,1599,15.52,Unproductive,Particle,Lee,Bottom
LEEH23um,BD1-5,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Candidate_division_BRC1,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Candidate_division_OD1,4,0.04,Unproductive,Particle,Lee,Bottom
LEEH23um,Candidate_division_OP11,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Candidate_division_OP3,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Candidate_division_OP8,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Candidate_division_SR1,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Candidate_division_TM7,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Candidate_division_WS3,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Chlamydiae,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Chlorobi,10,0.1,Unproductive,Particle,Lee,Bottom
LEEH23um,Chloroflexi,23,0.22,Unproductive,Particle,Lee,Bottom
LEEH23um,Cyanobacteria,4327,42,Unproductive,Particle,Lee,Bottom
LEEH23um,Deferribacteres,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Deinococcus-Thermus,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Dictyoglomi,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Elusimicrobia,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Fibrobacteres,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Firmicutes,4,0.04,Unproductive,Particle,Lee,Bottom
LEEH23um,Fusobacteria,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Gemmatimonadetes,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Lentisphaerae,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,NPL-UPA2,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Planctomycetes,1691,16.41,Unproductive,Particle,Lee,Bottom
LEEH23um,Spirochaetae,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Tenericutes,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Thermotogae,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,TM6,0,0,Unproductive,Particle,Lee,Bottom
LEEH23um,Verrucomicrobia,678,6.58,Unproductive,Particle,Lee,Bottom
LEEH23um,WCHB1-60,0,0,Unproductive,Particle,Lee,Bottom
LONE1,Acidobacteria,0,0,Unproductive,Free,LittleLong,Top
LONE1,Actinobacteria,2027,19.66,Unproductive,Free,LittleLong,Top
LONE1,Armatimonadetes,0,0,Unproductive,Free,LittleLong,Top
LONE1,Bacteroidetes,2029,19.68,Unproductive,Free,LittleLong,Top
LONE1,BD1-5,0,0,Unproductive,Free,LittleLong,Top
LONE1,Candidate_division_BRC1,0,0,Unproductive,Free,LittleLong,Top
LONE1,Candidate_division_OD1,5,0.05,Unproductive,Free,LittleLong,Top
LONE1,Candidate_division_OP11,0,0,Unproductive,Free,LittleLong,Top
LONE1,Candidate_division_OP3,7,0.07,Unproductive,Free,LittleLong,Top
LONE1,Candidate_division_OP8,0,0,Unproductive,Free,LittleLong,Top
LONE1,Candidate_division_SR1,0,0,Unproductive,Free,LittleLong,Top
LONE1,Candidate_division_TM7,0,0,Unproductive,Free,LittleLong,Top
LONE1,Candidate_division_WS3,0,0,Unproductive,Free,LittleLong,Top
LONE1,Chlamydiae,0,0,Unproductive,Free,LittleLong,Top
LONE1,Chlorobi,0,0,Unproductive,Free,LittleLong,Top
LONE1,Chloroflexi,0,0,Unproductive,Free,LittleLong,Top
LONE1,Cyanobacteria,1135,11.01,Unproductive,Free,LittleLong,Top
LONE1,Deferribacteres,0,0,Unproductive,Free,LittleLong,Top
LONE1,Deinococcus-Thermus,0,0,Unproductive,Free,LittleLong,Top
LONE1,Dictyoglomi,0,0,Unproductive,Free,LittleLong,Top
LONE1,Elusimicrobia,0,0,Unproductive,Free,LittleLong,Top
LONE1,Fibrobacteres,0,0,Unproductive,Free,LittleLong,Top
LONE1,Firmicutes,0,0,Unproductive,Free,LittleLong,Top
LONE1,Fusobacteria,0,0,Unproductive,Free,LittleLong,Top
LONE1,Gemmatimonadetes,0,0,Unproductive,Free,LittleLong,Top
LONE1,Lentisphaerae,0,0,Unproductive,Free,LittleLong,Top
LONE1,NPL-UPA2,18,0.17,Unproductive,Free,LittleLong,Top
LONE1,Planctomycetes,610,5.92,Unproductive,Free,LittleLong,Top
LONE1,Spirochaetae,0,0,Unproductive,Free,LittleLong,Top
LONE1,Tenericutes,0,0,Unproductive,Free,LittleLong,Top
LONE1,Thermotogae,0,0,Unproductive,Free,LittleLong,Top
LONE1,TM6,0,0,Unproductive,Free,LittleLong,Top
LONE1,Verrucomicrobia,1001,9.71,Unproductive,Free,LittleLong,Top
LONE1,WCHB1-60,0,0,Unproductive,Free,LittleLong,Top
LONE2,Acidobacteria,0,0,Unproductive,Free,LittleLong,Top
LONE2,Actinobacteria,2386,23.14,Unproductive,Free,LittleLong,Top
LONE2,Armatimonadetes,0,0,Unproductive,Free,LittleLong,Top
LONE2,Bacteroidetes,1676,16.26,Unproductive,Free,LittleLong,Top
LONE2,BD1-5,0,0,Unproductive,Free,LittleLong,Top
LONE2,Candidate_division_BRC1,0,0,Unproductive,Free,LittleLong,Top
LONE2,Candidate_division_OD1,0,0,Unproductive,Free,LittleLong,Top
LONE2,Candidate_division_OP11,0,0,Unproductive,Free,LittleLong,Top
LONE2,Candidate_division_OP3,0,0,Unproductive,Free,LittleLong,Top
LONE2,Candidate_division_OP8,0,0,Unproductive,Free,LittleLong,Top
LONE2,Candidate_division_SR1,0,0,Unproductive,Free,LittleLong,Top
LONE2,Candidate_division_TM7,0,0,Unproductive,Free,LittleLong,Top
LONE2,Candidate_division_WS3,0,0,Unproductive,Free,LittleLong,Top
LONE2,Chlamydiae,0,0,Unproductive,Free,LittleLong,Top
LONE2,Chlorobi,0,0,Unproductive,Free,LittleLong,Top
LONE2,Chloroflexi,0,0,Unproductive,Free,LittleLong,Top
LONE2,Cyanobacteria,1520,14.74,Unproductive,Free,LittleLong,Top
LONE2,Deferribacteres,0,0,Unproductive,Free,LittleLong,Top
LONE2,Deinococcus-Thermus,0,0,Unproductive,Free,LittleLong,Top
LONE2,Dictyoglomi,0,0,Unproductive,Free,LittleLong,Top
LONE2,Elusimicrobia,0,0,Unproductive,Free,LittleLong,Top
LONE2,Fibrobacteres,0,0,Unproductive,Free,LittleLong,Top
LONE2,Firmicutes,0,0,Unproductive,Free,LittleLong,Top
LONE2,Fusobacteria,0,0,Unproductive,Free,LittleLong,Top
LONE2,Gemmatimonadetes,0,0,Unproductive,Free,LittleLong,Top
LONE2,Lentisphaerae,0,0,Unproductive,Free,LittleLong,Top
LONE2,NPL-UPA2,14,0.14,Unproductive,Free,LittleLong,Top
LONE2,Planctomycetes,805,7.81,Unproductive,Free,LittleLong,Top
LONE2,Spirochaetae,5,0.05,Unproductive,Free,LittleLong,Top
LONE2,Tenericutes,0,0,Unproductive,Free,LittleLong,Top
LONE2,Thermotogae,0,0,Unproductive,Free,LittleLong,Top
LONE2,TM6,0,0,Unproductive,Free,LittleLong,Top
LONE2,Verrucomicrobia,1253,12.15,Unproductive,Free,LittleLong,Top
LONE2,WCHB1-60,0,0,Unproductive,Free,LittleLong,Top
LONH1,Acidobacteria,57,0.55,Unproductive,Free,LittleLong,Bottom
LONH1,Actinobacteria,1138,11.05,Unproductive,Free,LittleLong,Bottom
LONH1,Armatimonadetes,335,3.25,Unproductive,Free,LittleLong,Bottom
LONH1,Bacteroidetes,1703,16.53,Unproductive,Free,LittleLong,Bottom
LONH1,BD1-5,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Candidate_division_BRC1,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Candidate_division_OD1,33,0.32,Unproductive,Free,LittleLong,Bottom
LONH1,Candidate_division_OP11,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Candidate_division_OP3,16,0.16,Unproductive,Free,LittleLong,Bottom
LONH1,Candidate_division_OP8,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Candidate_division_SR1,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Candidate_division_TM7,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Candidate_division_WS3,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Chlamydiae,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Chlorobi,12,0.12,Unproductive,Free,LittleLong,Bottom
LONH1,Chloroflexi,83,0.81,Unproductive,Free,LittleLong,Bottom
LONH1,Cyanobacteria,880,8.54,Unproductive,Free,LittleLong,Bottom
LONH1,Deferribacteres,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Deinococcus-Thermus,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Dictyoglomi,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Elusimicrobia,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Fibrobacteres,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Firmicutes,15,0.15,Unproductive,Free,LittleLong,Bottom
LONH1,Fusobacteria,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Gemmatimonadetes,7,0.07,Unproductive,Free,LittleLong,Bottom
LONH1,Lentisphaerae,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,NPL-UPA2,17,0.17,Unproductive,Free,LittleLong,Bottom
LONH1,Planctomycetes,1365,13.25,Unproductive,Free,LittleLong,Bottom
LONH1,Spirochaetae,4,0.04,Unproductive,Free,LittleLong,Bottom
LONH1,Tenericutes,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,Thermotogae,0,0,Unproductive,Free,LittleLong,Bottom
LONH1,TM6,14,0.14,Unproductive,Free,LittleLong,Bottom
LONH1,Verrucomicrobia,2859,27.75,Unproductive,Free,LittleLong,Bottom
LONH1,WCHB1-60,6,0.06,Unproductive,Free,LittleLong,Bottom
LONH13um,Acidobacteria,13,0.13,Unproductive,Particle,LittleLong,Bottom
LONH13um,Actinobacteria,174,1.69,Unproductive,Particle,LittleLong,Bottom
LONH13um,Armatimonadetes,703,6.82,Unproductive,Particle,LittleLong,Bottom
LONH13um,Bacteroidetes,1474,14.31,Unproductive,Particle,LittleLong,Bottom
LONH13um,BD1-5,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Candidate_division_BRC1,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Candidate_division_OD1,7,0.07,Unproductive,Particle,LittleLong,Bottom
LONH13um,Candidate_division_OP11,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Candidate_division_OP3,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Candidate_division_OP8,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Candidate_division_SR1,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Candidate_division_TM7,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Candidate_division_WS3,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Chlamydiae,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Chlorobi,7,0.07,Unproductive,Particle,LittleLong,Bottom
LONH13um,Chloroflexi,13,0.13,Unproductive,Particle,LittleLong,Bottom
LONH13um,Cyanobacteria,1219,11.83,Unproductive,Particle,LittleLong,Bottom
LONH13um,Deferribacteres,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Deinococcus-Thermus,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Dictyoglomi,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Elusimicrobia,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Fibrobacteres,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Firmicutes,5,0.05,Unproductive,Particle,LittleLong,Bottom
LONH13um,Fusobacteria,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Gemmatimonadetes,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Lentisphaerae,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,NPL-UPA2,4,0.04,Unproductive,Particle,LittleLong,Bottom
LONH13um,Planctomycetes,2952,28.65,Unproductive,Particle,LittleLong,Bottom
LONH13um,Spirochaetae,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Tenericutes,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,Thermotogae,0,0,Unproductive,Particle,LittleLong,Bottom
LONH13um,TM6,7,0.07,Unproductive,Particle,LittleLong,Bottom
LONH13um,Verrucomicrobia,2566,24.91,Unproductive,Particle,LittleLong,Bottom
LONH13um,WCHB1-60,19,0.18,Unproductive,Particle,LittleLong,Bottom
LONH2,Acidobacteria,44,0.43,Unproductive,Free,LittleLong,Bottom
LONH2,Actinobacteria,1224,11.88,Unproductive,Free,LittleLong,Bottom
LONH2,Armatimonadetes,285,2.77,Unproductive,Free,LittleLong,Bottom
LONH2,Bacteroidetes,1667,16.18,Unproductive,Free,LittleLong,Bottom
LONH2,BD1-5,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Candidate_division_BRC1,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Candidate_division_OD1,22,0.21,Unproductive,Free,LittleLong,Bottom
LONH2,Candidate_division_OP11,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Candidate_division_OP3,19,0.18,Unproductive,Free,LittleLong,Bottom
LONH2,Candidate_division_OP8,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Candidate_division_SR1,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Candidate_division_TM7,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Candidate_division_WS3,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Chlamydiae,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Chlorobi,6,0.06,Unproductive,Free,LittleLong,Bottom
LONH2,Chloroflexi,75,0.73,Unproductive,Free,LittleLong,Bottom
LONH2,Cyanobacteria,1118,10.85,Unproductive,Free,LittleLong,Bottom
LONH2,Deferribacteres,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Deinococcus-Thermus,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Dictyoglomi,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Elusimicrobia,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Fibrobacteres,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Firmicutes,11,0.11,Unproductive,Free,LittleLong,Bottom
LONH2,Fusobacteria,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Gemmatimonadetes,7,0.07,Unproductive,Free,LittleLong,Bottom
LONH2,Lentisphaerae,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,NPL-UPA2,20,0.19,Unproductive,Free,LittleLong,Bottom
LONH2,Planctomycetes,1378,13.37,Unproductive,Free,LittleLong,Bottom
LONH2,Spirochaetae,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Tenericutes,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,Thermotogae,0,0,Unproductive,Free,LittleLong,Bottom
LONH2,TM6,8,0.08,Unproductive,Free,LittleLong,Bottom
LONH2,Verrucomicrobia,2841,27.57,Unproductive,Free,LittleLong,Bottom
LONH2,WCHB1-60,0,0,Unproductive,Free,LittleLong,Bottom
PAYE1,Acidobacteria,0,0,Productive,Free,Payne,Top
PAYE1,Actinobacteria,2396,23.24,Productive,Free,Payne,Top
PAYE1,Armatimonadetes,28,0.27,Productive,Free,Payne,Top
PAYE1,Bacteroidetes,2406,23.34,Productive,Free,Payne,Top
PAYE1,BD1-5,0,0,Productive,Free,Payne,Top
PAYE1,Candidate_division_BRC1,5,0.05,Productive,Free,Payne,Top
PAYE1,Candidate_division_OD1,12,0.12,Productive,Free,Payne,Top
PAYE1,Candidate_division_OP11,0,0,Productive,Free,Payne,Top
PAYE1,Candidate_division_OP3,6,0.06,Productive,Free,Payne,Top
PAYE1,Candidate_division_OP8,0,0,Productive,Free,Payne,Top
PAYE1,Candidate_division_SR1,0,0,Productive,Free,Payne,Top
PAYE1,Candidate_division_TM7,0,0,Productive,Free,Payne,Top
PAYE1,Candidate_division_WS3,0,0,Productive,Free,Payne,Top
PAYE1,Chlamydiae,53,0.51,Productive,Free,Payne,Top
PAYE1,Chlorobi,0,0,Productive,Free,Payne,Top
PAYE1,Chloroflexi,57,0.55,Productive,Free,Payne,Top
PAYE1,Cyanobacteria,1258,12.2,Productive,Free,Payne,Top
PAYE1,Deferribacteres,0,0,Productive,Free,Payne,Top
PAYE1,Deinococcus-Thermus,0,0,Productive,Free,Payne,Top
PAYE1,Dictyoglomi,0,0,Productive,Free,Payne,Top
PAYE1,Elusimicrobia,0,0,Productive,Free,Payne,Top
PAYE1,Fibrobacteres,0,0,Productive,Free,Payne,Top
PAYE1,Firmicutes,0,0,Productive,Free,Payne,Top
PAYE1,Fusobacteria,0,0,Productive,Free,Payne,Top
PAYE1,Gemmatimonadetes,0,0,Productive,Free,Payne,Top
PAYE1,Lentisphaerae,28,0.27,Productive,Free,Payne,Top
PAYE1,NPL-UPA2,14,0.14,Productive,Free,Payne,Top
PAYE1,Planctomycetes,336,3.26,Productive,Free,Payne,Top
PAYE1,Spirochaetae,45,0.44,Productive,Free,Payne,Top
PAYE1,Tenericutes,0,0,Productive,Free,Payne,Top
PAYE1,Thermotogae,0,0,Productive,Free,Payne,Top
PAYE1,TM6,20,0.19,Productive,Free,Payne,Top
PAYE1,Verrucomicrobia,1175,11.4,Productive,Free,Payne,Top
PAYE1,WCHB1-60,0,0,Productive,Free,Payne,Top
PAYE13um,Acidobacteria,5,0.05,Productive,Particle,Payne,Top
PAYE13um,Actinobacteria,106,1.03,Productive,Particle,Payne,Top
PAYE13um,Armatimonadetes,24,0.23,Productive,Particle,Payne,Top
PAYE13um,Bacteroidetes,1819,17.64,Productive,Particle,Payne,Top
PAYE13um,BD1-5,0,0,Productive,Particle,Payne,Top
PAYE13um,Candidate_division_BRC1,0,0,Productive,Particle,Payne,Top
PAYE13um,Candidate_division_OD1,0,0,Productive,Particle,Payne,Top
PAYE13um,Candidate_division_OP11,0,0,Productive,Particle,Payne,Top
PAYE13um,Candidate_division_OP3,0,0,Productive,Particle,Payne,Top
PAYE13um,Candidate_division_OP8,0,0,Productive,Particle,Payne,Top
PAYE13um,Candidate_division_SR1,9,0.09,Productive,Particle,Payne,Top
PAYE13um,Candidate_division_TM7,0,0,Productive,Particle,Payne,Top
PAYE13um,Candidate_division_WS3,0,0,Productive,Particle,Payne,Top
PAYE13um,Chlamydiae,0,0,Productive,Particle,Payne,Top
PAYE13um,Chlorobi,6,0.06,Productive,Particle,Payne,Top
PAYE13um,Chloroflexi,6,0.06,Productive,Particle,Payne,Top
PAYE13um,Cyanobacteria,4994,48.44,Productive,Particle,Payne,Top
PAYE13um,Deferribacteres,0,0,Productive,Particle,Payne,Top
PAYE13um,Deinococcus-Thermus,0,0,Productive,Particle,Payne,Top
PAYE13um,Dictyoglomi,0,0,Productive,Particle,Payne,Top
PAYE13um,Elusimicrobia,0,0,Productive,Particle,Payne,Top
PAYE13um,Fibrobacteres,0,0,Productive,Particle,Payne,Top
PAYE13um,Firmicutes,11,0.11,Productive,Particle,Payne,Top
PAYE13um,Fusobacteria,0,0,Productive,Particle,Payne,Top
PAYE13um,Gemmatimonadetes,0,0,Productive,Particle,Payne,Top
PAYE13um,Lentisphaerae,12,0.12,Productive,Particle,Payne,Top
PAYE13um,NPL-UPA2,0,0,Productive,Particle,Payne,Top
PAYE13um,Planctomycetes,1136,11.02,Productive,Particle,Payne,Top
PAYE13um,Spirochaetae,0,0,Productive,Particle,Payne,Top
PAYE13um,Tenericutes,0,0,Productive,Particle,Payne,Top
PAYE13um,Thermotogae,0,0,Productive,Particle,Payne,Top
PAYE13um,TM6,16,0.16,Productive,Particle,Payne,Top
PAYE13um,Verrucomicrobia,402,3.9,Productive,Particle,Payne,Top
PAYE13um,WCHB1-60,0,0,Productive,Particle,Payne,Top
PAYE2,Acidobacteria,0,0,Productive,Free,Payne,Top
PAYE2,Actinobacteria,2847,27.63,Productive,Free,Payne,Top
PAYE2,Armatimonadetes,18,0.17,Productive,Free,Payne,Top
PAYE2,Bacteroidetes,2161,20.97,Productive,Free,Payne,Top
PAYE2,BD1-5,0,0,Productive,Free,Payne,Top
PAYE2,Candidate_division_BRC1,0,0,Productive,Free,Payne,Top
PAYE2,Candidate_division_OD1,16,0.16,Productive,Free,Payne,Top
PAYE2,Candidate_division_OP11,0,0,Productive,Free,Payne,Top
PAYE2,Candidate_division_OP3,8,0.08,Productive,Free,Payne,Top
PAYE2,Candidate_division_OP8,0,0,Productive,Free,Payne,Top
PAYE2,Candidate_division_SR1,0,0,Productive,Free,Payne,Top
PAYE2,Candidate_division_TM7,0,0,Productive,Free,Payne,Top
PAYE2,Candidate_division_WS3,0,0,Productive,Free,Payne,Top
PAYE2,Chlamydiae,52,0.5,Productive,Free,Payne,Top
PAYE2,Chlorobi,0,0,Productive,Free,Payne,Top
PAYE2,Chloroflexi,26,0.25,Productive,Free,Payne,Top
PAYE2,Cyanobacteria,1411,13.7,Productive,Free,Payne,Top
PAYE2,Deferribacteres,0,0,Productive,Free,Payne,Top
PAYE2,Deinococcus-Thermus,0,0,Productive,Free,Payne,Top
PAYE2,Dictyoglomi,0,0,Productive,Free,Payne,Top
PAYE2,Elusimicrobia,0,0,Productive,Free,Payne,Top
PAYE2,Fibrobacteres,0,0,Productive,Free,Payne,Top
PAYE2,Firmicutes,0,0,Productive,Free,Payne,Top
PAYE2,Fusobacteria,0,0,Productive,Free,Payne,Top
PAYE2,Gemmatimonadetes,0,0,Productive,Free,Payne,Top
PAYE2,Lentisphaerae,0,0,Productive,Free,Payne,Top
PAYE2,NPL-UPA2,24,0.23,Productive,Free,Payne,Top
PAYE2,Planctomycetes,326,3.16,Productive,Free,Payne,Top
PAYE2,Spirochaetae,47,0.46,Productive,Free,Payne,Top
PAYE2,Tenericutes,0,0,Productive,Free,Payne,Top
PAYE2,Thermotogae,0,0,Productive,Free,Payne,Top
PAYE2,TM6,24,0.23,Productive,Free,Payne,Top
PAYE2,Verrucomicrobia,1115,10.82,Productive,Free,Payne,Top
PAYE2,WCHB1-60,0,0,Productive,Free,Payne,Top
PAYE23um,Acidobacteria,0,0,Productive,Particle,Payne,Top
PAYE23um,Actinobacteria,92,0.89,Productive,Particle,Payne,Top
PAYE23um,Armatimonadetes,21,0.2,Productive,Particle,Payne,Top
PAYE23um,Bacteroidetes,1797,17.43,Productive,Particle,Payne,Top
PAYE23um,BD1-5,0,0,Productive,Particle,Payne,Top
PAYE23um,Candidate_division_BRC1,0,0,Productive,Particle,Payne,Top
PAYE23um,Candidate_division_OD1,0,0,Productive,Particle,Payne,Top
PAYE23um,Candidate_division_OP11,0,0,Productive,Particle,Payne,Top
PAYE23um,Candidate_division_OP3,0,0,Productive,Particle,Payne,Top
PAYE23um,Candidate_division_OP8,0,0,Productive,Particle,Payne,Top
PAYE23um,Candidate_division_SR1,6,0.06,Productive,Particle,Payne,Top
PAYE23um,Candidate_division_TM7,0,0,Productive,Particle,Payne,Top
PAYE23um,Candidate_division_WS3,0,0,Productive,Particle,Payne,Top
PAYE23um,Chlamydiae,0,0,Productive,Particle,Payne,Top
PAYE23um,Chlorobi,0,0,Productive,Particle,Payne,Top
PAYE23um,Chloroflexi,30,0.29,Productive,Particle,Payne,Top
PAYE23um,Cyanobacteria,4442,43.08,Productive,Particle,Payne,Top
PAYE23um,Deferribacteres,0,0,Productive,Particle,Payne,Top
PAYE23um,Deinococcus-Thermus,0,0,Productive,Particle,Payne,Top
PAYE23um,Dictyoglomi,0,0,Productive,Particle,Payne,Top
PAYE23um,Elusimicrobia,0,0,Productive,Particle,Payne,Top
PAYE23um,Fibrobacteres,0,0,Productive,Particle,Payne,Top
PAYE23um,Firmicutes,6,0.06,Productive,Particle,Payne,Top
PAYE23um,Fusobacteria,0,0,Productive,Particle,Payne,Top
PAYE23um,Gemmatimonadetes,0,0,Productive,Particle,Payne,Top
PAYE23um,Lentisphaerae,48,0.47,Productive,Particle,Payne,Top
PAYE23um,NPL-UPA2,0,0,Productive,Particle,Payne,Top
PAYE23um,Planctomycetes,1195,11.59,Productive,Particle,Payne,Top
PAYE23um,Spirochaetae,8,0.08,Productive,Particle,Payne,Top
PAYE23um,Tenericutes,0,0,Productive,Particle,Payne,Top
PAYE23um,Thermotogae,0,0,Productive,Particle,Payne,Top
PAYE23um,TM6,14,0.14,Productive,Particle,Payne,Top
PAYE23um,Verrucomicrobia,634,6.15,Productive,Particle,Payne,Top
PAYE23um,WCHB1-60,0,0,Productive,Particle,Payne,Top
PAYH1,Acidobacteria,41,0.4,Productive,Free,Payne,Bottom
PAYH1,Actinobacteria,752,7.3,Productive,Free,Payne,Bottom
PAYH1,Armatimonadetes,9,0.09,Productive,Free,Payne,Bottom
PAYH1,Bacteroidetes,1885,18.29,Productive,Free,Payne,Bottom
PAYH1,BD1-5,12,0.12,Productive,Free,Payne,Bottom
PAYH1,Candidate_division_BRC1,11,0.11,Productive,Free,Payne,Bottom
